Category,Team/All_Teams,Place,Record,Year,Team
Passing Yards Allowed,24,41,2444,2022,24
Passing Yards Allowed,24,42,2449,2037,24
Passing Yards Allowed,24,43,2461,2055,24
Passing Yards Allowed,24,44,2466,2047,24
Passing Yards Allowed,24,45,2474,2020,24
Passing Yards Allowed,24,46,2475,2021,24
Passing Yards Allowed,24,47,2480,2056,24
Passing Yards Allowed,24,48,2483,2025,24
Passing Yards Allowed,24,49,2544,2066,24
Rushing Yards,24,0,1501,2046,24
Rushing Yards,24,1,1458,2056,24
Rushing Yards,24,2,1448,2029,24
Rushing Yards,24,3,1438,2036,24
Rushing Yards,24,4,1420,2049,24
Rushing Yards,24,5,1401,2058,24
Rushing Yards,24,6,1400,2028,24
Rushing Yards,24,7,1400,2050,24
Rushing Yards,24,8,1393,2034,24
Rushing Yards,24,9,1382,2033,24
Rushing Yards,24,10,1366,2038,24
Rushing Yards,24,11,1358,2057,24
Rushing Yards,24,12,1344,2039,24
Rushing Yards,24,13,1324,2037,24
Rushing Yards,24,14,1310,2055,24
Rushing Yards,24,15,1303,2031,24
Rushing Yards,24,16,1293,2059,24
Rushing Yards,24,17,1291,2026,24
Rushing Yards,24,18,1270,2041,24
Rushing Yards,24,19,1264,2035,24
Rushing Yards,24,20,1258,2067,24
Rushing Yards,24,21,1220,2027,24
Rushing Yards,24,22,1213,2048,24
Rushing Yards,24,23,1209,2051,24
Rushing Yards,24,24,1209,2060,24
Rushing Yards,24,25,1195,2047,24
Rushing Yards,24,26,1165,2040,24
Rushing Yards,24,27,1161,2032,24
Rushing Yards,24,28,1157,2030,24
Rushing Yards,24,29,1138,2054,24
Rushing Yards,24,30,1126,2065,24
Rushing Yards,24,31,1122,2066,24
Rushing Yards,24,32,1116,2045,24
Rushing Yards,24,33,1110,2061,24
Rushing Yards,24,34,1103,2053,24
Rushing Yards,24,35,1088,2020,24
Rushing Yards,24,36,1076,2044,24
Rushing Yards,24,37,1019,2021,24
Rushing Yards,24,38,925,2024,24
Rushing Yards,24,39,924,2069,24
Rushing Yards,24,40,913,2063,24
Rushing Yards,24,41,911,2025,24
Rushing Yards,24,42,905,2064,24
Rushing Yards,24,43,900,2042,24
Rushing Yards,24,44,899,2023,24
Rushing Yards,24,45,880,2062,24
Rushing Yards,24,46,862,2068,24
Rushing Yards,24,47,849,2052,24
Rushing Yards,24,48,767,2022,24
Rushing Yards,24,49,733,2043,24
Rushing Yards Allowed,24,0,945,2055,24
Rushing Yards Allowed,24,1,949,2066,24
Rushing Yards Allowed,24,2,963,2067,24
Rushing Yards Allowed,24,3,965,2038,24
Rushing Yards Allowed,24,4,965,2048,24
Rushing Yards Allowed,24,5,973,2032,24
Rushing Yards Allowed,24,6,983,2033,24
Rushing Yards Allowed,24,7,994,2036,24
Rushing Yards Allowed,24,8,996,2045,24
Rushing Yards Allowed,24,9,1000,2054,24
Rushing Yards Allowed,24,10,1013,2020,24
Rushing Yards Allowed,24,11,1017,2029,24
Rushing Yards Allowed,24,12,1020,2031,24
Rushing Yards Allowed,24,13,1043,2026,24
Rushing Yards Allowed,24,14,1045,2034,24
Rushing Yards Allowed,24,15,1046,2044,24
Rushing Yards Allowed,24,16,1050,2037,24
Rushing Yards Allowed,24,17,1052,2061,24
Rushing Yards Allowed,24,18,1053,2039,24
Rushing Yards Allowed,24,19,1055,2060,24
Rushing Yards Allowed,24,20,1058,2022,24
Rushing Yards Allowed,24,21,1061,2069,24
Rushing Yards Allowed,24,22,1075,2028,24
Rushing Yards Allowed,24,23,1080,2047,24
Rushing Yards Allowed,24,24,1084,2065,24
Rushing Yards Allowed,24,25,1086,2021,24
Rushing Yards Allowed,24,26,1086,2053,24
Rushing Yards Allowed,24,27,1090,2040,24
Rushing Yards Allowed,24,28,1105,2051,24
Rushing Yards Allowed,24,29,1108,2059,24
Rushing Yards Allowed,24,30,1110,2046,24
Rushing Yards Allowed,24,31,1116,2068,24
Rushing Yards Allowed,24,32,1129,2057,24
Rushing Yards Allowed,24,33,1142,2035,24
Rushing Yards Allowed,24,34,1142,2043,24
Rushing Yards Allowed,24,35,1161,2024,24
Rushing Yards Allowed,24,36,1180,2063,24
Rushing Yards Allowed,24,37,1196,2062,24
Rushing Yards Allowed,24,38,1202,2042,24
Rushing Yards Allowed,24,39,1221,2030,24
Rushing Yards Allowed,24,40,1239,2056,24
Rushing Yards Allowed,24,41,1263,2050,24
Rushing Yards Allowed,24,42,1278,2049,24
Rushing Yards Allowed,24,43,1288,2041,24
Rushing Yards Allowed,24,44,1317,2023,24
Rushing Yards Allowed,24,45,1333,2058,24
Rushing Yards Allowed,24,46,1351,2064,24
Rushing Yards Allowed,24,47,1361,2027,24
Rushing Yards Allowed,24,48,1393,2025,24
Rushing Yards Allowed,24,49,1431,2052,24
Total Yards,24,0,4080,2046,24
Total Yards,24,1,3973,2044,24
Total Yards,24,2,3936,2031,24
Total Yards,24,3,3923,2033,24
Total Yards,24,4,3797,2051,24
Total Yards,24,5,3793,2036,24
Total Yards,24,6,3755,2055,24
Total Yards,24,7,3716,2049,24
Total Yards,24,8,3708,2050,24
Total Yards,24,9,3707,2045,24
Total Yards,24,10,3698,2067,24
Total Yards,24,11,3682,2028,24
Total Yards,24,12,3678,2041,24
Total Yards,24,13,3675,2035,24
Total Yards,24,14,3665,2065,24
Total Yards,24,15,3616,2057,24
Total Yards,24,16,3588,2047,24
Total Yards,24,17,3576,2059,24
Total Yards,24,18,3525,2056,24
Total Yards,24,19,3516,2039,24
Total Yards,24,20,3508,2043,24
Total Yards,24,21,3496,2034,24
Total Yards,24,22,3473,2037,24
Total Yards,24,23,3456,2063,24
Total Yards,24,24,3432,2021,24
Total Yards,24,25,3426,2054,24
Total Yards,24,26,3425,2032,24
Total Yards,24,27,3414,2026,24
Total Yards,24,28,3391,2029,24
Total Yards,24,29,3381,2066,24
Total Yards,24,30,3380,2038,24
Total Yards,24,31,3376,2027,24
Total Yards,24,32,3363,2053,24
Total Yards,24,33,3350,2020,24
Total Yards,24,34,3348,2069,24
Total Yards,24,35,3324,2058,24
Total Yards,24,36,3313,2042,24
Total Yards,24,37,3311,2030,24
Total Yards,24,38,3306,2048,24
Total Yards,24,39,3263,2061,24
Total Yards,24,40,3228,2040,24
Total Yards,24,41,3187,2060,24
Total Yards,24,42,3140,2023,24
Total Yards,24,43,3130,2052,24
Total Yards,24,44,3118,2068,24
Total Yards,24,45,3083,2062,24
Total Yards,24,46,3031,2024,24
Total Yards,24,47,2975,2064,24
Total Yards,24,48,2933,2022,24
Total Yards,24,49,2917,2025,24
Total Yards Allowed,24,0,2988,2051,24
Total Yards Allowed,24,1,3038,2036,24
Total Yards Allowed,24,2,3089,2038,24
Total Yards Allowed,24,3,3116,2048,24
Total Yards Allowed,24,4,3157,2024,24
Total Yards Allowed,24,5,3164,2032,24
Total Yards Allowed,24,6,3188,2033,24
Total Yards Allowed,24,7,3216,2067,24
Total Yards Allowed,24,8,3230,2043,24
Total Yards Allowed,24,9,3262,2061,24
Total Yards Allowed,24,10,3267,2068,24
Total Yards Allowed,24,11,3268,2028,24
Total Yards Allowed,24,12,3285,2029,24
Total Yards Allowed,24,13,3315,2026,24
Total Yards Allowed,24,14,3335,2054,24
Total Yards Allowed,24,15,3335,2057,24
Total Yards Allowed,24,16,3350,2045,24
Total Yards Allowed,24,17,3362,2041,24
Total Yards Allowed,24,18,3366,2069,24
Total Yards Allowed,24,19,3371,2040,24
Total Yards Allowed,24,20,3376,2059,24
Total Yards Allowed,24,21,3389,2060,24
Total Yards Allowed,24,22,3400,2031,24
Total Yards Allowed,24,23,3407,2055,24
Total Yards Allowed,24,24,3420,2053,24
Total Yards Allowed,24,25,3426,2039,24
Total Yards Allowed,24,26,3437,2035,24
Total Yards Allowed,24,27,3468,2046,24
Total Yards Allowed,24,28,3470,2034,24
Total Yards Allowed,24,29,3478,2044,24
Total Yards Allowed,24,30,3487,2020,24
Total Yards Allowed,24,31,3487,2062,24
Total Yards Allowed,24,32,3492,2042,24
Total Yards Allowed,24,33,3493,2066,24
Total Yards Allowed,24,34,3495,2065,24
Total Yards Allowed,24,35,3499,2037,24
Total Yards Allowed,24,36,3502,2022,24
Total Yards Allowed,24,37,3508,2063,24
Total Yards Allowed,24,38,3510,2030,24
Total Yards Allowed,24,39,3518,2050,24
Total Yards Allowed,24,40,3543,2049,24
Total Yards Allowed,24,41,3546,2047,24
Total Yards Allowed,24,42,3561,2021,24
Total Yards Allowed,24,43,3570,2023,24
Total Yards Allowed,24,44,3575,2058,24
Total Yards Allowed,24,45,3593,2064,24
Total Yards Allowed,24,46,3611,2052,24
Total Yards Allowed,24,47,3641,2027,24
Total Yards Allowed,24,48,3720,2056,24
Total Yards Allowed,24,49,3877,2025,24
Pass Attempts,24,0,393,2043,24
Pass Attempts,24,1,391,2063,24
Pass Attempts,24,2,389,2023,24
Pass Attempts,24,3,389,2061,24
Pass Attempts,24,4,386,2042,24
Pass Attempts,24,5,385,2022,24
Pass Attempts,24,6,382,2065,24
Pass Attempts,24,7,381,2025,24
Pass Attempts,24,8,380,2069,24
Pass Attempts,24,9,378,2047,24
Pass Attempts,24,10,377,2062,24
Pass Attempts,24,11,374,2035,24
Pass Attempts,24,12,374,2052,24
Pass Attempts,24,13,373,2024,24
Pass Attempts,24,14,370,2055,24
Pass Attempts,24,15,367,2044,24
Pass Attempts,24,16,363,2054,24
Pass Attempts,24,17,363,2057,24
Pass Attempts,24,18,363,2067,24
Pass Attempts,24,19,362,2041,24
Pass Attempts,24,20,357,2021,24
Pass Attempts,24,21,354,2031,24
Pass Attempts,24,22,354,2068,24
Pass Attempts,24,23,353,2050,24
Pass Attempts,24,24,353,2051,24
Pass Attempts,24,25,350,2045,24
Pass Attempts,24,26,349,2020,24
Pass Attempts,24,27,348,2066,24
Pass Attempts,24,28,345,2040,24
Pass Attempts,24,29,344,2048,24
Pass Attempts,24,30,344,2056,24
Pass Attempts,24,31,343,2053,24
Pass Attempts,24,32,342,2058,24
Pass Attempts,24,33,341,2064,24
Pass Attempts,24,34,340,2037,24
Pass Attempts,24,35,339,2060,24
Pass Attempts,24,36,338,2046,24
Pass Attempts,24,37,333,2028,24
Pass Attempts,24,38,331,2059,24
Pass Attempts,24,39,330,2049,24
Pass Attempts,24,40,329,2034,24
Pass Attempts,24,41,328,2030,24
Pass Attempts,24,42,328,2033,24
Pass Attempts,24,43,323,2039,24
Pass Attempts,24,44,318,2026,24
Pass Attempts,24,45,318,2038,24
Pass Attempts,24,46,311,2036,24
Pass Attempts,24,47,307,2029,24
Pass Attempts,24,48,305,2027,24
Pass Attempts,24,49,302,2032,24
Rush Attempts,24,0,323,2036,24
Rush Attempts,24,1,311,2046,24
Rush Attempts,24,2,310,2033,24
Rush Attempts,24,3,309,2029,24
Rush Attempts,24,4,299,2026,24
Rush Attempts,24,5,295,2028,24
Rush Attempts,24,6,293,2032,24
Rush Attempts,24,7,291,2049,24
Rush Attempts,24,8,290,2038,24
Rush Attempts,24,9,286,2051,24
Rush Attempts,24,10,285,2048,24
Rush Attempts,24,11,284,2030,24
Rush Attempts,24,12,284,2031,24
Rush Attempts,24,13,283,2059,24
Rush Attempts,24,14,280,2020,24
Rush Attempts,24,15,280,2039,24
Rush Attempts,24,16,280,2044,24
Rush Attempts,24,17,280,2058,24
Rush Attempts,24,18,278,2067,24
Rush Attempts,24,19,275,2037,24
Rush Attempts,24,20,275,2050,24
Rush Attempts,24,21,275,2057,24
Rush Attempts,24,22,273,2053,24
Rush Attempts,24,23,273,2060,24
Rush Attempts,24,24,272,2035,24
Rush Attempts,24,25,270,2027,24
Rush Attempts,24,26,270,2034,24
Rush Attempts,24,27,270,2045,24
Rush Attempts,24,28,269,2055,24
Rush Attempts,24,29,266,2052,24
Rush Attempts,24,30,266,2056,24
Rush Attempts,24,31,265,2061,24
Rush Attempts,24,32,261,2068,24
Rush Attempts,24,33,260,2040,24
Rush Attempts,24,34,257,2066,24
Rush Attempts,24,35,256,2024,24
Rush Attempts,24,36,255,2042,24
Rush Attempts,24,37,255,2054,24
Rush Attempts,24,38,255,2065,24
Rush Attempts,24,39,254,2021,24
Rush Attempts,24,40,249,2047,24
Rush Attempts,24,41,248,2043,24
Rush Attempts,24,42,247,2069,24
Rush Attempts,24,43,246,2063,24
Rush Attempts,24,44,245,2041,24
Rush Attempts,24,45,244,2062,24
Rush Attempts,24,46,236,2064,24
Rush Attempts,24,47,235,2023,24
Rush Attempts,24,48,231,2025,24
Rush Attempts,24,49,224,2022,24
Points Scored,25,0,289,2063,25
Points Scored,25,1,253,2027,25
Points Scored,25,2,249,2047,25
Points Scored,25,3,246,2023,25
Points Scored,25,4,244,2028,25
Points Scored,25,5,241,2049,25
Points Scored,25,6,241,2057,25
Points Scored,25,7,235,2058,25
Points Scored,25,8,232,2042,25
Points Scored,25,9,230,2045,25
Points Scored,25,10,229,2043,25
Points Scored,25,11,228,2046,25
Points Scored,25,12,226,2041,25
Points Scored,25,13,223,2034,25
Points Scored,25,14,217,2026,25
Points Scored,25,15,216,2029,25
Points Scored,25,16,215,2055,25
Points Scored,25,17,214,2022,25
Points Scored,25,18,214,2024,25
Points Scored,25,19,213,2030,25
Points Scored,25,20,208,2050,25
Points Scored,25,21,208,2068,25
Points Scored,25,22,205,2033,25
Points Scored,25,23,204,2044,25
Points Scored,25,24,201,2060,25
Points Scored,25,25,201,2069,25
Points Scored,25,26,200,2021,25
Points Scored,25,27,200,2059,25
Points Scored,25,28,194,2048,25
Points Scored,25,29,191,2038,25
Points Scored,25,30,191,2040,25
Points Scored,25,31,190,2036,25
Points Scored,25,32,188,2056,25
Points Scored,25,33,188,2067,25
Points Scored,25,34,187,2031,25
Points Scored,25,35,186,2035,25
Points Scored,25,36,185,2053,25
Points Scored,25,37,184,2064,25
Points Scored,25,38,181,2051,25
Points Scored,25,39,181,2061,25
Points Scored,25,40,181,2062,25
Points Scored,25,41,180,2037,25
Points Scored,25,42,180,2052,25
Points Scored,25,43,180,2065,25
Points Scored,25,44,179,2025,25
Points Scored,25,45,178,2054,25
Points Scored,25,46,173,2066,25
Points Scored,25,47,169,2032,25
Points Scored,25,48,167,2020,25
Points Scored,25,49,155,2039,25
Points Allowed,25,0,148,2028,25
Points Allowed,25,1,148,2052,25
Points Allowed,25,2,156,2066,25
Points Allowed,25,3,160,2030,25
Points Allowed,25,4,165,2044,25
Points Allowed,25,5,165,2060,25
Points Allowed,25,6,170,2027,25
Points Allowed,25,7,170,2041,25
Points Allowed,25,8,177,2023,25
Points Allowed,25,9,179,2022,25
Points Allowed,25,10,186,2051,25
Points Allowed,25,11,188,2029,25
Points Allowed,25,12,190,2053,25
Points Allowed,25,13,191,2026,25
Points Allowed,25,14,191,2032,25
Points Allowed,25,15,192,2063,25
Points Allowed,25,16,192,2069,25
Points Allowed,25,17,195,2042,25
Points Allowed,25,18,198,2068,25
Points Allowed,25,19,201,2036,25
Points Allowed,25,20,201,2050,25
Points Allowed,25,21,203,2057,25
Points Allowed,25,22,208,2033,25
Points Allowed,25,23,209,2034,25
Points Allowed,25,24,211,2038,25
Points Allowed,25,25,211,2062,25
Points Allowed,25,26,213,2040,25
Points Allowed,25,27,213,2056,25
Points Allowed,25,28,215,2048,25
Points Allowed,25,29,216,2021,25
Points Allowed,25,30,216,2047,25
Points Allowed,25,31,217,2024,25
Points Allowed,25,32,218,2046,25
Points Allowed,25,33,219,2031,25
Points Allowed,25,34,220,2025,25
Points Allowed,25,35,221,2055,25
Points Allowed,25,36,223,2059,25
Points Allowed,25,37,225,2064,25
Points Allowed,25,38,226,2045,25
Points Allowed,25,39,228,2020,25
Points Allowed,25,40,228,2035,25
Points Allowed,25,41,230,2054,25
Points Allowed,25,42,231,2067,25
Points Allowed,25,43,232,2039,25
Points Allowed,25,44,232,2058,25
Points Allowed,25,45,240,2037,25
Points Allowed,25,46,240,2043,25
Points Allowed,25,47,240,2049,25
Points Allowed,25,48,251,2065,25
Points Allowed,25,49,288,2061,25
Passing Yards,25,0,2781,2048,25
Passing Yards,25,1,2756,2058,25
Passing Yards,25,2,2725,2020,25
Passing Yards,25,3,2656,2054,25
Passing Yards,25,4,2646,2049,25
Passing Yards,25,5,2613,2043,25
Passing Yards,25,6,2550,2042,25
Passing Yards,25,7,2541,2063,25
Passing Yards,25,8,2525,2033,25
Passing Yards,25,9,2498,2045,25
Passing Yards,25,10,2490,2064,25
Passing Yards,25,11,2433,2040,25
Passing Yards,25,12,2428,2035,25
Passing Yards,25,13,2401,2031,25
Passing Yards,25,14,2393,2067,25
Passing Yards,25,15,2390,2057,25
Passing Yards,25,16,2386,2034,25
Passing Yards,25,17,2386,2047,25
Passing Yards,25,18,2365,2039,25
Passing Yards,25,19,2356,2038,25
Passing Yards,25,20,2352,2021,25
Passing Yards,25,21,2339,2028,25
Passing Yards,25,22,2338,2059,25
Passing Yards,25,23,2327,2036,25
Passing Yards,25,24,2307,2027,25
Passing Yards,25,25,2305,2050,25
Passing Yards,25,26,2284,2041,25
Passing Yards,25,27,2278,2044,25
Passing Yards,25,28,2261,2046,25
Passing Yards,25,29,2261,2051,25
Passing Yards,25,30,2260,2037,25
Passing Yards,25,31,2248,2022,25
Passing Yards,25,32,2245,2024,25
Passing Yards,25,33,2240,2025,25
Passing Yards,25,34,2235,2032,25
Passing Yards,25,35,2228,2061,25
Passing Yards,25,36,2195,2056,25
Passing Yards,25,37,2160,2055,25
Passing Yards,25,38,2153,2053,25
Passing Yards,25,39,2137,2026,25
Passing Yards,25,40,2131,2062,25
Passing Yards,25,41,2098,2066,25
Passing Yards,25,42,2089,2029,25
Passing Yards,25,43,2075,2065,25
Passing Yards,25,44,2053,2023,25
Passing Yards,25,45,2045,2030,25
Passing Yards,25,46,1971,2068,25
Passing Yards,25,47,1966,2060,25
Passing Yards,25,48,1956,2069,25
Passing Yards,25,49,1872,2052,25
Passing Yards Allowed,25,0,1931,2056,25
Passing Yards Allowed,25,1,1931,2068,25
Passing Yards Allowed,25,2,1939,2032,25
Passing Yards Allowed,25,3,2006,2028,25
Passing Yards Allowed,25,4,2045,2027,25
Passing Yards Allowed,25,5,2049,2064,25
Passing Yards Allowed,25,6,2061,2031,25
Passing Yards Allowed,25,7,2063,2060,25
Passing Yards Allowed,25,8,2102,2030,25
Passing Yards Allowed,25,9,2114,2050,25
Passing Yards Allowed,25,10,2131,2052,25
Passing Yards Allowed,25,11,2150,2035,25
Passing Yards Allowed,25,12,2165,2067,25
Passing Yards Allowed,25,13,2178,2029,25
Passing Yards Allowed,25,14,2236,2026,25
Passing Yards Allowed,25,15,2238,2055,25
Passing Yards Allowed,25,16,2245,2066,25
Passing Yards Allowed,25,17,2253,2038,25
Passing Yards Allowed,25,18,2257,2046,25
Passing Yards Allowed,25,19,2266,2044,25
Passing Yards Allowed,25,20,2280,2042,25
Passing Yards Allowed,25,21,2292,2051,25
Passing Yards Allowed,25,22,2311,2049,25
Passing Yards Allowed,25,23,2318,2054,25
Passing Yards Allowed,25,24,2350,2025,25
Passing Yards Allowed,25,25,2363,2065,25
Passing Yards Allowed,25,26,2369,2033,25
Passing Yards Allowed,25,27,2379,2023,25
Passing Yards Allowed,25,28,2384,2036,25
Passing Yards Allowed,25,29,2396,2057,25
Passing Yards Allowed,25,30,2397,2062,25
Passing Yards Allowed,25,31,2403,2059,25
Passing Yards Allowed,25,32,2410,2069,25
Passing Yards Allowed,25,33,2420,2034,25
Passing Yards Allowed,25,34,2424,2041,25
Passing Yards Allowed,25,35,2431,2024,25
Passing Yards Allowed,25,36,2431,2061,25
Passing Yards Allowed,25,37,2447,2053,25
Passing Yards Allowed,25,38,2452,2039,25
Passing Yards Allowed,25,39,2457,2037,25
Passing Yards Allowed,25,40,2496,2022,25
Passing Yards Allowed,25,41,2497,2020,25
Passing Yards Allowed,25,42,2515,2040,25
Passing Yards Allowed,25,43,2515,2047,25
Passing Yards Allowed,25,44,2521,2021,25
Passing Yards Allowed,25,45,2526,2048,25
Passing Yards Allowed,25,46,2545,2063,25
Passing Yards Allowed,25,47,2753,2045,25
Passing Yards Allowed,25,48,2766,2043,25
Passing Yards Allowed,25,49,2795,2058,25
Rushing Yards,25,0,1475,2068,25
Rushing Yards,25,1,1455,2027,25
Rushing Yards,25,2,1306,2063,25
Rushing Yards,25,3,1271,2047,25
Rushing Yards,25,4,1252,2030,25
Rushing Yards,25,5,1237,2059,25
Rushing Yards,25,6,1220,2023,25
Rushing Yards,25,7,1191,2040,25
Rushing Yards,25,8,1168,2055,25
Rushing Yards,25,9,1167,2026,25
Rushing Yards,25,10,1161,2044,25
Rushing Yards,25,11,1149,2050,25
Rushing Yards,25,12,1128,2069,25
Rushing Yards,25,13,1123,2046,25
Rushing Yards,25,14,1118,2028,25
Rushing Yards,25,15,1113,2029,25
Rushing Yards,25,16,1112,2033,25
Rushing Yards,25,17,1110,2034,25
Rushing Yards,25,18,1103,2022,25
Rushing Yards,25,19,1103,2060,25
Rushing Yards,25,20,1086,2052,25
Rushing Yards,25,21,1073,2066,25
Rushing Yards,25,22,1041,2041,25
Rushing Yards,25,23,1038,2025,25
Rushing Yards,25,24,1036,2024,25
Rushing Yards,25,25,1032,2049,25
Rushing Yards,25,26,1031,2056,25
Rushing Yards,25,27,1029,2067,25
Rushing Yards,25,28,1018,2062,25
Rushing Yards,25,29,990,2045,25
Rushing Yards,25,30,968,2061,25
Rushing Yards,25,31,961,2042,25
Rushing Yards,25,32,960,2037,25
Rushing Yards,25,33,946,2039,25
Rushing Yards,25,34,945,2057,25
Rushing Yards,25,35,938,2043,25
Rushing Yards,25,36,936,2036,25
Rushing Yards,25,37,898,2058,25
Rushing Yards,25,38,859,2032,25
Rushing Yards,25,39,855,2038,25
Rushing Yards,25,40,849,2054,25
Rushing Yards,25,41,841,2051,25
Rushing Yards,25,42,827,2065,25
Rushing Yards,25,43,811,2031,25
Rushing Yards,25,44,773,2020,25
Rushing Yards,25,45,772,2053,25
Rushing Yards,25,46,760,2035,25
Rushing Yards,25,47,736,2021,25
Rushing Yards,25,48,716,2048,25
Rushing Yards,25,49,696,2064,25
Rushing Yards Allowed,25,0,818,2040,25
Rushing Yards Allowed,25,1,826,2062,25
Rushing Yards Allowed,25,2,889,2059,25
Rushing Yards Allowed,25,3,900,2044,25
Rushing Yards Allowed,25,4,944,2043,25
Rushing Yards Allowed,25,5,987,2054,25
Rushing Yards Allowed,25,6,988,2066,25
Rushing Yards Allowed,25,7,996,2042,25
Rushing Yards Allowed,25,8,1003,2060,25
Rushing Yards Allowed,25,9,1010,2050,25
Rushing Yards Allowed,25,10,1010,2058,25
Rushing Yards Allowed,25,11,1013,2020,25
Rushing Yards Allowed,25,12,1033,2034,25
Rushing Yards Allowed,25,13,1046,2023,25
Rushing Yards Allowed,25,14,1070,2047,25
Rushing Yards Allowed,25,15,1071,2063,25
Rushing Yards Allowed,25,16,1081,2028,25
Rushing Yards Allowed,25,17,1090,2052,25
Rushing Yards Allowed,25,18,1101,2030,25
Rushing Yards Allowed,25,19,1107,2022,25
Rushing Yards Allowed,25,20,1107,2055,25
Rushing Yards Allowed,25,21,1115,2056,25
Rushing Yards Allowed,25,22,1116,2053,25
Rushing Yards Allowed,25,23,1135,2039,25
Rushing Yards Allowed,25,24,1145,2046,25
Rushing Yards Allowed,25,25,1150,2041,25
Rushing Yards Allowed,25,26,1160,2026,25
Rushing Yards Allowed,25,27,1162,2068,25
Rushing Yards Allowed,25,28,1176,2051,25
Rushing Yards Allowed,25,29,1176,2064,25
Rushing Yards Allowed,25,30,1188,2027,25
Rushing Yards Allowed,25,31,1215,2036,25
Rushing Yards Allowed,25,32,1219,2049,25
Rushing Yards Allowed,25,33,1232,2045,25
Rushing Yards Allowed,25,34,1238,2029,25
Rushing Yards Allowed,25,35,1250,2061,25
Rushing Yards Allowed,25,36,1253,2057,25
Rushing Yards Allowed,25,37,1257,2067,25
Rushing Yards Allowed,25,38,1259,2065,25
Rushing Yards Allowed,25,39,1281,2048,25
Rushing Yards Allowed,25,40,1302,2035,25
Rushing Yards Allowed,25,41,1305,2024,25
Rushing Yards Allowed,25,42,1329,2038,25
Rushing Yards Allowed,25,43,1354,2021,25
Rushing Yards Allowed,25,44,1380,2033,25
Rushing Yards Allowed,25,45,1390,2025,25
Rushing Yards Allowed,25,46,1390,2031,25
Rushing Yards Allowed,25,47,1394,2037,25
Rushing Yards Allowed,25,48,1411,2032,25
Rushing Yards Allowed,25,49,1432,2069,25
Total Yards,25,0,3848,2063,25
Total Yards,25,1,3762,2027,25
Total Yards,25,2,3679,2049,25
Total Yards,25,3,3658,2047,25
Total Yards,25,4,3655,2058,25
Total Yards,25,5,3638,2033,25
Total Yards,25,6,3625,2040,25
Total Yards,25,7,3576,2059,25
Total Yards,25,8,3551,2043,25
Total Yards,25,9,3512,2042,25
Total Yards,25,10,3506,2054,25
Total Yards,25,11,3499,2020,25
Total Yards,25,12,3498,2048,25
Total Yards,25,13,3496,2034,25
Total Yards,25,14,3489,2045,25
Total Yards,25,15,3458,2028,25
Total Yards,25,16,3454,2050,25
Total Yards,25,17,3446,2068,25
Total Yards,25,18,3440,2044,25
Total Yards,25,19,3422,2067,25
Total Yards,25,20,3385,2046,25
Total Yards,25,21,3351,2022,25
Total Yards,25,22,3335,2057,25
Total Yards,25,23,3328,2055,25
Total Yards,25,24,3326,2041,25
Total Yards,25,25,3311,2039,25
Total Yards,25,26,3305,2026,25
Total Yards,25,27,3298,2030,25
Total Yards,25,28,3281,2024,25
Total Yards,25,29,3279,2025,25
Total Yards,25,30,3273,2023,25
Total Yards,25,31,3263,2036,25
Total Yards,25,32,3226,2056,25
Total Yards,25,33,3221,2037,25
Total Yards,25,34,3212,2031,25
Total Yards,25,35,3211,2038,25
Total Yards,25,36,3203,2029,25
Total Yards,25,37,3197,2061,25
Total Yards,25,38,3188,2035,25
Total Yards,25,39,3186,2064,25
Total Yards,25,40,3172,2066,25
Total Yards,25,41,3150,2062,25
Total Yards,25,42,3103,2051,25
Total Yards,25,43,3094,2032,25
Total Yards,25,44,3088,2021,25
Total Yards,25,45,3085,2069,25
Total Yards,25,46,3070,2060,25
Total Yards,25,47,2958,2052,25
Total Yards,25,48,2926,2053,25
Total Yards,25,49,2903,2065,25
Total Yards Allowed,25,0,3046,2056,25
Total Yards Allowed,25,1,3066,2060,25
Total Yards Allowed,25,2,3087,2028,25
Total Yards Allowed,25,3,3094,2068,25
Total Yards Allowed,25,4,3124,2050,25
Total Yards Allowed,25,5,3167,2044,25
Total Yards Allowed,25,6,3203,2030,25
Total Yards Allowed,25,7,3221,2052,25
Total Yards Allowed,25,8,3224,2062,25
Total Yards Allowed,25,9,3226,2064,25
Total Yards Allowed,25,10,3233,2066,25
Total Yards Allowed,25,11,3234,2027,25
Total Yards Allowed,25,12,3276,2042,25
Total Yards Allowed,25,13,3293,2059,25
Total Yards Allowed,25,14,3306,2054,25
Total Yards Allowed,25,15,3333,2040,25
Total Yards Allowed,25,16,3346,2055,25
Total Yards Allowed,25,17,3351,2032,25
Total Yards Allowed,25,18,3396,2026,25
Total Yards Allowed,25,19,3402,2046,25
Total Yards Allowed,25,20,3416,2029,25
Total Yards Allowed,25,21,3422,2067,25
Total Yards Allowed,25,22,3426,2023,25
Total Yards Allowed,25,23,3451,2031,25
Total Yards Allowed,25,24,3452,2035,25
Total Yards Allowed,25,25,3454,2034,25
Total Yards Allowed,25,26,3469,2051,25
Total Yards Allowed,25,27,3511,2020,25
Total Yards Allowed,25,28,3530,2049,25
Total Yards Allowed,25,29,3564,2053,25
Total Yards Allowed,25,30,3574,2041,25
Total Yards Allowed,25,31,3582,2038,25
Total Yards Allowed,25,32,3585,2047,25
Total Yards Allowed,25,33,3587,2039,25
