Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,28,25,14,2020,28,23
Points Scored,28,26,13,2044,28,2
Points Scored,28,27,12,2056,28,7
Points Scored,28,28,10,2031,28,3
Points Scored,28,29,10,2033,28,20
Points Scored,28,30,9,2050,28,6
Points Scored,28,31,6,2035,28,20
Points Scored,28,32,3,2059,28,4
Points Allowed,28,0,6,2035,28,22
Points Allowed,28,1,9,2031,28,3
Points Allowed,28,2,10,2031,28,14
Points Allowed,28,3,10,2064,28,6
Points Allowed,28,4,13,2057,28,20
Points Allowed,28,5,16,2035,28,13
Points Allowed,28,6,16,2059,28,13
Points Allowed,28,7,16,2059,28,14
Points Allowed,28,8,17,2024,28,3
Points Allowed,28,9,17,2031,28,26
Points Allowed,28,10,17,2059,28,2
Points Allowed,28,11,17,2069,28,8
Points Allowed,28,12,19,2033,28,20
Points Allowed,28,13,20,2024,28,19
Points Allowed,28,14,20,2036,28,16
Points Allowed,28,15,20,2056,28,3
Points Allowed,28,16,20,2060,28,14
Points Allowed,28,17,20,2064,28,19
Points Allowed,28,18,21,2028,28,19
Points Allowed,28,19,22,2024,28,20
Points Allowed,28,20,23,2056,28,8
Points Allowed,28,21,23,2057,28,3
Points Allowed,28,22,23,2069,28,13
Points Allowed,28,23,30,2059,28,4
Points Allowed,28,24,31,2035,28,20
Points Allowed,28,25,31,2044,28,2
Points Allowed,28,26,33,2038,28,19
Points Allowed,28,27,34,2056,28,7
Points Allowed,28,28,35,2028,28,11
Points Allowed,28,29,35,2050,28,6
Points Allowed,28,30,37,2020,28,23
Points Allowed,28,31,43,2032,28,2
Points Allowed,28,32,45,2060,28,11
Passing Yards,28,0,390,2060,28,11
Passing Yards,28,1,371,2035,28,13
Passing Yards,28,2,343,2059,28,13
Passing Yards,28,3,332,2069,28,8
Passing Yards,28,4,323,2024,28,19
Passing Yards,28,5,322,2069,28,13
Passing Yards,28,6,314,2064,28,6
Passing Yards,28,7,313,2044,28,2
Passing Yards,28,8,312,2057,28,3
Passing Yards,28,9,308,2060,28,14
Passing Yards,28,10,293,2020,28,23
Passing Yards,28,11,273,2024,28,20
Passing Yards,28,12,272,2056,28,3
Passing Yards,28,13,258,2035,28,22
Passing Yards,28,14,258,2059,28,4
Passing Yards,28,15,255,2057,28,20
Passing Yards,28,16,250,2024,28,3
Passing Yards,28,17,249,2038,28,19
Passing Yards,28,18,241,2028,28,11
Passing Yards,28,19,241,2031,28,26
Passing Yards,28,20,227,2036,28,16
Passing Yards,28,21,223,2056,28,7
Passing Yards,28,22,222,2059,28,2
Passing Yards,28,23,221,2056,28,8
Passing Yards,28,24,220,2028,28,19
Passing Yards,28,25,207,2059,28,14
Passing Yards,28,26,188,2064,28,19
Passing Yards,28,27,183,2031,28,14
Passing Yards,28,28,183,2032,28,2
Passing Yards,28,29,177,2033,28,20
Passing Yards,28,30,142,2031,28,3
Passing Yards,28,31,139,2035,28,20
Passing Yards,28,32,115,2050,28,6
Passing Yards Allowed,28,0,85,2057,28,20
Passing Yards Allowed,28,1,133,2035,28,22
Passing Yards Allowed,28,2,157,2035,28,20
Passing Yards Allowed,28,3,160,2059,28,13
Passing Yards Allowed,28,4,163,2069,28,13
Passing Yards Allowed,28,5,184,2056,28,8
Passing Yards Allowed,28,6,184,2059,28,4
Passing Yards Allowed,28,7,186,2032,28,2
Passing Yards Allowed,28,8,203,2028,28,19
Passing Yards Allowed,28,9,204,2031,28,3
Passing Yards Allowed,28,10,224,2056,28,7
Passing Yards Allowed,28,11,237,2059,28,2
Passing Yards Allowed,28,12,241,2059,28,14
Passing Yards Allowed,28,13,251,2035,28,13
Passing Yards Allowed,28,14,259,2028,28,11
Passing Yards Allowed,28,15,261,2033,28,20
Passing Yards Allowed,28,16,263,2031,28,26
Passing Yards Allowed,28,17,263,2036,28,16
Passing Yards Allowed,28,18,264,2064,28,6
Passing Yards Allowed,28,19,268,2060,28,11
Passing Yards Allowed,28,20,269,2064,28,19
Passing Yards Allowed,28,21,271,2060,28,14
Passing Yards Allowed,28,22,275,2024,28,19
Passing Yards Allowed,28,23,284,2024,28,3
Passing Yards Allowed,28,24,288,2050,28,6
Passing Yards Allowed,28,25,289,2031,28,14
Passing Yards Allowed,28,26,309,2069,28,8
Passing Yards Allowed,28,27,311,2020,28,23
Passing Yards Allowed,28,28,321,2024,28,20
Passing Yards Allowed,28,29,324,2057,28,3
Passing Yards Allowed,28,30,341,2044,28,2
Passing Yards Allowed,28,31,346,2056,28,3
Passing Yards Allowed,28,32,359,2038,28,19
Rushing Yards,28,0,193,2028,28,11
Rushing Yards,28,1,187,2024,28,19
Rushing Yards,28,2,165,2060,28,14
Rushing Yards,28,3,162,2056,28,8
Rushing Yards,28,4,145,2028,28,19
Rushing Yards,28,5,138,2033,28,20
Rushing Yards,28,6,136,2032,28,2
Rushing Yards,28,7,135,2050,28,6
Rushing Yards,28,8,131,2059,28,14
Rushing Yards,28,9,130,2056,28,3
Rushing Yards,28,10,128,2064,28,6
Rushing Yards,28,11,123,2035,28,22
Rushing Yards,28,12,119,2031,28,14
Rushing Yards,28,13,119,2031,28,26
Rushing Yards,28,14,117,2031,28,3
Rushing Yards,28,15,114,2035,28,20
Rushing Yards,28,16,114,2059,28,13
Rushing Yards,28,17,112,2036,28,16
Rushing Yards,28,18,106,2035,28,13
Rushing Yards,28,19,104,2020,28,23
Rushing Yards,28,20,104,2064,28,19
Rushing Yards,28,21,101,2059,28,2
Rushing Yards,28,22,79,2024,28,20
Rushing Yards,28,23,79,2057,28,3
Rushing Yards,28,24,70,2059,28,4
Rushing Yards,28,25,68,2057,28,20
Rushing Yards,28,26,64,2024,28,3
Rushing Yards,28,27,63,2038,28,19
Rushing Yards,28,28,62,2069,28,8
Rushing Yards,28,29,60,2056,28,7
Rushing Yards,28,30,47,2060,28,11
Rushing Yards,28,31,45,2044,28,2
Rushing Yards,28,32,42,2069,28,13
Rushing Yards Allowed,28,0,27,2069,28,8
Rushing Yards Allowed,28,1,31,2033,28,20
Rushing Yards Allowed,28,2,61,2020,28,23
Rushing Yards Allowed,28,3,63,2031,28,3
Rushing Yards Allowed,28,4,65,2057,28,20
Rushing Yards Allowed,28,5,69,2056,28,3
Rushing Yards Allowed,28,6,69,2059,28,14
Rushing Yards Allowed,28,7,83,2024,28,19
Rushing Yards Allowed,28,8,87,2035,28,13
Rushing Yards Allowed,28,9,93,2031,28,14
Rushing Yards Allowed,28,10,115,2035,28,22
Rushing Yards Allowed,28,11,116,2028,28,11
Rushing Yards Allowed,28,12,119,2059,28,4
Rushing Yards Allowed,28,13,122,2064,28,6
Rushing Yards Allowed,28,14,123,2069,28,13
Rushing Yards Allowed,28,15,126,2036,28,16
Rushing Yards Allowed,28,16,134,2064,28,19
Rushing Yards Allowed,28,17,137,2056,28,7
Rushing Yards Allowed,28,18,137,2057,28,3
Rushing Yards Allowed,28,19,138,2028,28,19
Rushing Yards Allowed,28,20,141,2059,28,13
Rushing Yards Allowed,28,21,144,2060,28,14
Rushing Yards Allowed,28,22,146,2024,28,3
Rushing Yards Allowed,28,23,147,2024,28,20
Rushing Yards Allowed,28,24,152,2044,28,2
Rushing Yards Allowed,28,25,152,2050,28,6
Rushing Yards Allowed,28,26,156,2060,28,11
Rushing Yards Allowed,28,27,157,2032,28,2
Rushing Yards Allowed,28,28,158,2031,28,26
Rushing Yards Allowed,28,29,162,2056,28,8
Rushing Yards Allowed,28,30,173,2038,28,19
Rushing Yards Allowed,28,31,182,2035,28,20
Rushing Yards Allowed,28,32,193,2059,28,2
Total Yards,28,0,510,2024,28,19
Total Yards,28,1,476,2035,28,13
Total Yards,28,2,468,2060,28,14
Total Yards,28,3,456,2059,28,13
Total Yards,28,4,442,2064,28,6
Total Yards,28,5,437,2060,28,11
Total Yards,28,6,406,2028,28,11
Total Yards,28,7,399,2056,28,3
Total Yards,28,8,383,2069,28,8
Total Yards,28,9,377,2035,28,22
Total Yards,28,10,376,2056,28,8
Total Yards,28,11,373,2020,28,23
Total Yards,28,12,365,2028,28,19
Total Yards,28,13,360,2031,28,26
Total Yards,28,14,352,2057,28,3
Total Yards,28,15,350,2069,28,13
Total Yards,28,16,346,2044,28,2
Total Yards,28,17,338,2059,28,14
Total Yards,28,18,328,2059,28,4
Total Yards,28,19,326,2024,28,20
Total Yards,28,20,323,2036,28,16
Total Yards,28,21,317,2059,28,2
Total Yards,28,22,316,2032,28,2
Total Yards,28,23,307,2057,28,20
Total Yards,28,24,302,2024,28,3
Total Yards,28,25,297,2038,28,19
Total Yards,28,26,295,2031,28,14
Total Yards,28,27,295,2033,28,20
Total Yards,28,28,287,2064,28,19
Total Yards,28,29,275,2056,28,7
Total Yards,28,30,248,2031,28,3
Total Yards,28,31,247,2035,28,20
Total Yards,28,32,237,2050,28,6
Total Yards Allowed,28,0,141,2057,28,20
Total Yards Allowed,28,1,243,2035,28,22
Total Yards Allowed,28,2,252,2031,28,3
Total Yards Allowed,28,3,280,2069,28,13
Total Yards Allowed,28,4,288,2033,28,20
Total Yards Allowed,28,5,296,2059,28,13
Total Yards Allowed,28,6,299,2035,28,13
Total Yards Allowed,28,7,299,2059,28,14
Total Yards Allowed,28,8,303,2059,28,4
Total Yards Allowed,28,9,327,2035,28,20
Total Yards Allowed,28,10,327,2056,28,8
Total Yards Allowed,28,11,336,2069,28,8
Total Yards Allowed,28,12,341,2028,28,19
Total Yards Allowed,28,13,342,2056,28,7
Total Yards Allowed,28,14,343,2032,28,2
Total Yards Allowed,28,15,358,2024,28,19
Total Yards Allowed,28,16,358,2028,28,11
Total Yards Allowed,28,17,360,2031,28,14
Total Yards Allowed,28,18,363,2020,28,23
Total Yards Allowed,28,19,372,2064,28,6
Total Yards Allowed,28,20,378,2056,28,3
Total Yards Allowed,28,21,385,2036,28,16
Total Yards Allowed,28,22,394,2064,28,19
Total Yards Allowed,28,23,399,2060,28,14
Total Yards Allowed,28,24,415,2024,28,3
Total Yards Allowed,28,25,415,2050,28,6
Total Yards Allowed,28,26,417,2031,28,26
Total Yards Allowed,28,27,417,2060,28,11
Total Yards Allowed,28,28,428,2059,28,2
Total Yards Allowed,28,29,440,2057,28,3
Total Yards Allowed,28,30,468,2024,28,20
Total Yards Allowed,28,31,475,2044,28,2
Total Yards Allowed,28,32,487,2038,28,19
Pass Attempts,28,0,55,2044,28,2
Pass Attempts,28,1,53,2020,28,23
Pass Attempts,28,2,51,2060,28,11
Pass Attempts,28,3,51,2069,28,8
Pass Attempts,28,4,49,2069,28,13
Pass Attempts,28,5,47,2059,28,4
Pass Attempts,28,6,46,2033,28,20
Pass Attempts,28,7,46,2059,28,13
Pass Attempts,28,8,45,2035,28,13
Pass Attempts,28,9,42,2057,28,3
Pass Attempts,28,10,40,2056,28,7
Pass Attempts,28,11,39,2057,28,20
Pass Attempts,28,12,38,2064,28,19
Pass Attempts,28,13,37,2038,28,19
Pass Attempts,28,14,36,2024,28,20
Pass Attempts,28,15,36,2031,28,26
Pass Attempts,28,16,35,2028,28,11
Pass Attempts,28,17,35,2036,28,16
Pass Attempts,28,18,35,2059,28,2
Pass Attempts,28,19,34,2056,28,3
Pass Attempts,28,20,34,2064,28,6
Pass Attempts,28,21,33,2035,28,20
Pass Attempts,28,22,33,2059,28,14
Pass Attempts,28,23,33,2060,28,14
Pass Attempts,28,24,32,2024,28,19
Pass Attempts,28,25,32,2050,28,6
Pass Attempts,28,26,32,2056,28,8
Pass Attempts,28,27,31,2032,28,2
Pass Attempts,28,28,30,2028,28,19
Pass Attempts,28,29,30,2031,28,3
Pass Attempts,28,30,30,2035,28,22
Pass Attempts,28,31,28,2024,28,3
Pass Attempts,28,32,23,2031,28,14
Rush Attempts,28,0,37,2056,28,8
Rush Attempts,28,1,34,2031,28,3
Rush Attempts,28,2,34,2057,28,20
Rush Attempts,28,3,33,2024,28,19
Rush Attempts,28,4,33,2031,28,14
Rush Attempts,28,5,32,2060,28,14
Rush Attempts,28,6,31,2035,28,22
Rush Attempts,28,7,31,2059,28,13
Rush Attempts,28,8,30,2028,28,19
Rush Attempts,28,9,29,2059,28,2
Rush Attempts,28,10,29,2059,28,14
Rush Attempts,28,11,28,2028,28,11
Rush Attempts,28,12,28,2033,28,20
Rush Attempts,28,13,28,2064,28,19
Rush Attempts,28,14,27,2035,28,13
Rush Attempts,28,15,26,2064,28,6
Rush Attempts,28,16,25,2032,28,2
Rush Attempts,28,17,25,2035,28,20
Rush Attempts,28,18,24,2031,28,26
Rush Attempts,28,19,24,2036,28,16
Rush Attempts,28,20,24,2056,28,3
Rush Attempts,28,21,23,2020,28,23
Rush Attempts,28,22,23,2024,28,3
Rush Attempts,28,23,22,2050,28,6
Rush Attempts,28,24,22,2069,28,13
Rush Attempts,28,25,21,2069,28,8
Rush Attempts,28,26,19,2024,28,20
Rush Attempts,28,27,17,2038,28,19
Rush Attempts,28,28,17,2056,28,7
Rush Attempts,28,29,17,2059,28,4
Rush Attempts,28,30,16,2057,28,3
Rush Attempts,28,31,12,2060,28,11
Rush Attempts,28,32,11,2044,28,2
Points Scored,29,0,37,2057,29,25
Points Scored,29,1,34,2034,29,15
Points Scored,29,2,33,2060,29,1
Points Scored,29,3,29,2039,29,10
Points Scored,29,4,28,2039,29,13
Points Scored,29,5,27,2057,29,17
Points Scored,29,6,26,2034,29,24
Points Scored,29,7,26,2049,29,24
Points Scored,29,8,26,2057,29,7
Points Scored,29,9,25,2049,29,10
Points Scored,29,10,24,2047,29,5
Points Scored,29,11,24,2057,29,3
Points Scored,29,12,24,2069,29,27
Points Scored,29,13,23,2059,29,7
Points Scored,29,14,20,2039,29,0
Points Scored,29,15,17,2040,29,0
Points Scored,29,16,17,2047,29,9
Points Scored,29,17,14,2034,29,11
Points Scored,29,18,14,2051,29,15
Points Scored,29,19,14,2060,29,21
Points Scored,29,20,13,2051,29,24
Points Scored,29,21,13,2053,29,1
Points Scored,29,22,6,2042,29,7
Points Scored,29,23,3,2050,29,1
Points Allowed,29,0,3,2039,29,10
Points Allowed,29,1,9,2057,29,17
Points Allowed,29,2,13,2039,29,0
Points Allowed,29,3,13,2051,29,15
Points Allowed,29,4,14,2057,29,7
Points Allowed,29,5,16,2051,29,24
Points Allowed,29,6,16,2060,29,1
Points Allowed,29,7,16,2068,29,9
Points Allowed,29,8,19,2034,29,15
Points Allowed,29,9,19,2047,29,5
Points Allowed,29,10,19,2057,29,3
Points Allowed,29,11,20,2042,29,7
Points Allowed,29,12,22,2049,29,10
Points Allowed,29,13,23,2040,29,0
Points Allowed,29,14,23,2050,29,1
Points Allowed,29,15,24,2034,29,24
Points Allowed,29,16,27,2034,29,11
Points Allowed,29,17,27,2069,29,27
Points Allowed,29,18,30,2039,29,13
Points Allowed,29,19,31,2049,29,24
Points Allowed,29,20,31,2057,29,25
Points Allowed,29,21,31,2060,29,21
Points Allowed,29,22,39,2059,29,7
Points Allowed,29,23,41,2047,29,9
Points Allowed,29,24,44,2053,29,1
Passing Yards,29,0,374,2051,29,24
Passing Yards,29,1,306,2060,29,1
Passing Yards,29,2,297,2049,29,24
Passing Yards,29,3,296,2057,29,25
Passing Yards,29,4,290,2069,29,27
Passing Yards,29,5,273,2034,29,15
Passing Yards,29,6,269,2039,29,13
Passing Yards,29,7,269,2051,29,15
Passing Yards,29,8,253,2034,29,11
Passing Yards,29,9,248,2039,29,10
Passing Yards,29,10,246,2047,29,5
Passing Yards,29,11,240,2034,29,24
Passing Yards,29,12,235,2053,29,1
Passing Yards,29,13,228,2042,29,7
Passing Yards,29,14,227,2059,29,7
Passing Yards,29,15,225,2057,29,7
Passing Yards,29,16,222,2050,29,1
Passing Yards,29,17,218,2049,29,10
Passing Yards,29,18,214,2068,29,9
Passing Yards,29,19,204,2039,29,0
Passing Yards,29,20,200,2057,29,3
Passing Yards,29,21,180,2047,29,9
Passing Yards,29,22,156,2057,29,17
Passing Yards,29,23,154,2040,29,0
Passing Yards,29,24,151,2060,29,21
Passing Yards Allowed,29,0,141,2034,29,11
Passing Yards Allowed,29,1,153,2047,29,5
Passing Yards Allowed,29,2,181,2057,29,3
Passing Yards Allowed,29,3,184,2047,29,9
Passing Yards Allowed,29,4,185,2051,29,15
Passing Yards Allowed,29,5,185,2057,29,17
Passing Yards Allowed,29,6,192,2040,29,0
Passing Yards Allowed,29,7,212,2050,29,1
Passing Yards Allowed,29,8,212,2060,29,1
Passing Yards Allowed,29,9,213,2059,29,7
Passing Yards Allowed,29,10,219,2039,29,10
Passing Yards Allowed,29,11,220,2051,29,24
Passing Yards Allowed,29,12,221,2057,29,7
Passing Yards Allowed,29,13,225,2049,29,10
Passing Yards Allowed,29,14,228,2034,29,24
Passing Yards Allowed,29,15,230,2034,29,15
Passing Yards Allowed,29,16,235,2039,29,0
Passing Yards Allowed,29,17,237,2042,29,7
Passing Yards Allowed,29,18,237,2049,29,24
Passing Yards Allowed,29,19,248,2057,29,25
Passing Yards Allowed,29,20,263,2039,29,13
Passing Yards Allowed,29,21,273,2068,29,9
Passing Yards Allowed,29,22,293,2060,29,21
Passing Yards Allowed,29,23,311,2053,29,1
Passing Yards Allowed,29,24,322,2069,29,27
Rushing Yards,29,0,201,2049,29,24
Rushing Yards,29,1,191,2049,29,10
Rushing Yards,29,2,170,2034,29,24
Rushing Yards,29,3,169,2039,29,0
Rushing Yards,29,4,168,2040,29,0
Rushing Yards,29,5,162,2057,29,7
Rushing Yards,29,6,147,2060,29,1
Rushing Yards,29,7,146,2039,29,10
Rushing Yards,29,8,144,2057,29,25
Rushing Yards,29,9,140,2069,29,27
Rushing Yards,29,10,133,2039,29,13
Rushing Yards,29,11,131,2034,29,15
Rushing Yards,29,12,128,2057,29,17
Rushing Yards,29,13,126,2034,29,11
Rushing Yards,29,14,118,2047,29,5
Rushing Yards,29,15,102,2060,29,21
Rushing Yards,29,16,89,2059,29,7
Rushing Yards,29,17,84,2051,29,24
Rushing Yards,29,18,80,2042,29,7
Rushing Yards,29,19,65,2068,29,9
Rushing Yards,29,20,58,2057,29,3
Rushing Yards,29,21,49,2050,29,1
Rushing Yards,29,22,47,2051,29,15
Rushing Yards,29,23,47,2053,29,1
Rushing Yards,29,24,32,2047,29,9
Rushing Yards Allowed,29,0,72,2051,29,24
Rushing Yards Allowed,29,1,73,2039,29,10
Rushing Yards Allowed,29,2,85,2039,29,13
Rushing Yards Allowed,29,3,90,2057,29,17
Rushing Yards Allowed,29,4,95,2059,29,7
Rushing Yards Allowed,29,5,97,2034,29,24
Rushing Yards Allowed,29,6,102,2034,29,15
Rushing Yards Allowed,29,7,106,2057,29,7
Rushing Yards Allowed,29,8,107,2050,29,1
Rushing Yards Allowed,29,9,107,2060,29,1
Rushing Yards Allowed,29,10,121,2049,29,24
Rushing Yards Allowed,29,11,123,2047,29,5
Rushing Yards Allowed,29,12,132,2039,29,0
Rushing Yards Allowed,29,13,132,2053,29,1
Rushing Yards Allowed,29,14,137,2042,29,7
Rushing Yards Allowed,29,15,139,2040,29,0
Rushing Yards Allowed,29,16,141,2049,29,10
Rushing Yards Allowed,29,17,142,2047,29,9
Rushing Yards Allowed,29,18,142,2051,29,15
Rushing Yards Allowed,29,19,162,2060,29,21
Rushing Yards Allowed,29,20,173,2068,29,9
Rushing Yards Allowed,29,21,177,2069,29,27
Rushing Yards Allowed,29,22,181,2057,29,3
Rushing Yards Allowed,29,23,191,2034,29,11
Rushing Yards Allowed,29,24,268,2057,29,25
Total Yards,29,0,486,2049,29,24
Total Yards,29,1,453,2060,29,1
Total Yards,29,2,451,2051,29,24
Total Yards,29,3,430,2069,29,27
Total Yards,29,4,420,2057,29,25
Total Yards,29,5,396,2039,29,13
Total Yards,29,6,393,2049,29,10
Total Yards,29,7,391,2034,29,24
Total Yards,29,8,390,2039,29,10
Total Yards,29,9,387,2057,29,7
Total Yards,29,10,381,2034,29,15
Total Yards,29,11,379,2034,29,11
Total Yards,29,12,364,2047,29,5
Total Yards,29,13,336,2039,29,0
Total Yards,29,14,316,2051,29,15
Total Yards,29,15,316,2059,29,7
Total Yards,29,16,315,2040,29,0
Total Yards,29,17,308,2042,29,7
Total Yards,29,18,276,2057,29,17
Total Yards,29,19,270,2053,29,1
Total Yards,29,20,264,2068,29,9
Total Yards,29,21,245,2050,29,1
Total Yards,29,22,244,2057,29,3
Total Yards,29,23,233,2060,29,21
Total Yards,29,24,196,2047,29,9
Total Yards Allowed,29,0,260,2039,29,10
Total Yards Allowed,29,1,261,2047,29,5
Total Yards Allowed,29,2,270,2057,29,17
Total Yards Allowed,29,3,286,2051,29,24
Total Yards Allowed,29,4,302,2057,29,7
Total Yards Allowed,29,5,304,2059,29,7
Total Yards Allowed,29,6,310,2050,29,1
Total Yards Allowed,29,7,310,2051,29,15
Total Yards Allowed,29,8,311,2047,29,9
Total Yards Allowed,29,9,313,2060,29,1
Total Yards Allowed,29,10,317,2034,29,15
Total Yards Allowed,29,11,317,2040,29,0
Total Yards Allowed,29,12,318,2034,29,24
Total Yards Allowed,29,13,319,2034,29,11
Total Yards Allowed,29,14,321,2039,29,13
Total Yards Allowed,29,15,342,2049,29,24
Total Yards Allowed,29,16,348,2057,29,3
Total Yards Allowed,29,17,353,2039,29,0
Total Yards Allowed,29,18,358,2042,29,7
Total Yards Allowed,29,19,361,2049,29,10
Total Yards Allowed,29,20,428,2068,29,9
Total Yards Allowed,29,21,433,2053,29,1
Total Yards Allowed,29,22,436,2060,29,21
Total Yards Allowed,29,23,471,2069,29,27
Total Yards Allowed,29,24,504,2057,29,25
Pass Attempts,29,0,52,2051,29,24
Pass Attempts,29,1,48,2053,29,1
Pass Attempts,29,2,48,2069,29,27
Pass Attempts,29,3,43,2049,29,10
Pass Attempts,29,4,42,2042,29,7
Pass Attempts,29,5,42,2057,29,25
Pass Attempts,29,6,41,2049,29,24
Pass Attempts,29,7,40,2059,29,7
Pass Attempts,29,8,38,2039,29,13
Pass Attempts,29,9,37,2047,29,9
Pass Attempts,29,10,36,2034,29,11
Pass Attempts,29,11,36,2051,29,15
Pass Attempts,29,12,33,2050,29,1
Pass Attempts,29,13,33,2068,29,9
Pass Attempts,29,14,32,2057,29,7
Pass Attempts,29,15,32,2060,29,21
Pass Attempts,29,16,31,2034,29,24
Pass Attempts,29,17,31,2047,29,5
Pass Attempts,29,18,28,2034,29,15
Pass Attempts,29,19,28,2057,29,3
Pass Attempts,29,20,28,2060,29,1
Pass Attempts,29,21,27,2039,29,10
Pass Attempts,29,22,27,2057,29,17
Pass Attempts,29,23,24,2040,29,0
Pass Attempts,29,24,17,2039,29,0
Rush Attempts,29,0,39,2034,29,15
Rush Attempts,29,1,39,2060,29,1
Rush Attempts,29,2,38,2057,29,7
Rush Attempts,29,3,35,2034,29,24
Rush Attempts,29,4,34,2039,29,0
Rush Attempts,29,5,34,2047,29,5
Rush Attempts,29,6,33,2057,29,17
Rush Attempts,29,7,31,2069,29,27
Rush Attempts,29,8,30,2057,29,25
Rush Attempts,29,9,29,2039,29,10
Rush Attempts,29,10,29,2040,29,0
Rush Attempts,29,11,27,2049,29,24
Rush Attempts,29,12,26,2039,29,13
Rush Attempts,29,13,26,2051,29,15
Rush Attempts,29,14,26,2051,29,24
Rush Attempts,29,15,25,2042,29,7
Rush Attempts,29,16,25,2049,29,10
Rush Attempts,29,17,25,2050,29,1
Rush Attempts,29,18,23,2057,29,3
Rush Attempts,29,19,22,2034,29,11
Rush Attempts,29,20,22,2059,29,7
Rush Attempts,29,21,21,2068,29,9
Rush Attempts,29,22,19,2053,29,1
Rush Attempts,29,23,19,2060,29,21
Rush Attempts,29,24,16,2047,29,9
Points Scored,30,0,30,2039,30,19
Points Scored,30,1,27,2053,30,19
Points Scored,30,2,21,2039,30,13
Points Scored,30,3,20,2031,30,3
Points Scored,30,4,16,2047,30,19
Points Scored,30,5,16,2055,30,2
Points Scored,30,6,10,2067,30,13
Points Scored,30,7,3,2040,30,11
Points Allowed,30,0,13,2039,30,19
Points Allowed,30,1,16,2040,30,11
Points Allowed,30,2,22,2039,30,13
Points Allowed,30,3,22,2067,30,13
Points Allowed,30,4,23,2047,30,19
Points Allowed,30,5,30,2053,30,19
Points Allowed,30,6,34,2031,30,3
Points Allowed,30,7,38,2055,30,2
Passing Yards,30,0,273,2055,30,2
Passing Yards,30,1,258,2067,30,13
Passing Yards,30,2,250,2031,30,3
Passing Yards,30,3,249,2047,30,19
Passing Yards,30,4,233,2053,30,19
Passing Yards,30,5,225,2039,30,13
Passing Yards,30,6,206,2039,30,19
Passing Yards,30,7,129,2040,30,11
Passing Yards Allowed,30,0,154,2039,30,13
Passing Yards Allowed,30,1,172,2067,30,13
Passing Yards Allowed,30,2,214,2031,30,3
Passing Yards Allowed,30,3,216,2039,30,19
Passing Yards Allowed,30,4,246,2040,30,11
Passing Yards Allowed,30,5,272,2047,30,19
Passing Yards Allowed,30,6,275,2055,30,2
Passing Yards Allowed,30,7,347,2053,30,19
Rushing Yards,30,0,167,2039,30,19
Rushing Yards,30,1,158,2031,30,3
Rushing Yards,30,2,144,2053,30,19
Rushing Yards,30,3,122,2039,30,13
Rushing Yards,30,4,95,2047,30,19
Rushing Yards,30,5,75,2040,30,11
Rushing Yards,30,6,75,2067,30,13
Rushing Yards,30,7,56,2055,30,2
Rushing Yards Allowed,30,0,72,2031,30,3
Rushing Yards Allowed,30,1,89,2039,30,19
Rushing Yards Allowed,30,2,140,2067,30,13
Rushing Yards Allowed,30,3,163,2040,30,11
Rushing Yards Allowed,30,4,179,2053,30,19
Rushing Yards Allowed,30,5,196,2039,30,13
Rushing Yards Allowed,30,6,212,2047,30,19
Rushing Yards Allowed,30,7,245,2055,30,2
Total Yards,30,0,408,2031,30,3
Total Yards,30,1,375,2053,30,19
Total Yards,30,2,373,2039,30,19
Total Yards,30,3,347,2039,30,13
Total Yards,30,4,344,2047,30,19
Total Yards,30,5,326,2067,30,13
Total Yards,30,6,318,2055,30,2
Total Yards,30,7,192,2040,30,11
Total Yards Allowed,30,0,279,2031,30,3
Total Yards Allowed,30,1,280,2039,30,19
Total Yards Allowed,30,2,312,2067,30,13
Total Yards Allowed,30,3,350,2039,30,13
Total Yards Allowed,30,4,405,2040,30,11
Total Yards Allowed,30,5,474,2047,30,19
Total Yards Allowed,30,6,511,2055,30,2
Total Yards Allowed,30,7,526,2053,30,19
Pass Attempts,30,0,41,2055,30,2
Pass Attempts,30,1,40,2031,30,3
Pass Attempts,30,2,38,2067,30,13
Pass Attempts,30,3,36,2039,30,13
Pass Attempts,30,4,36,2040,30,11
Pass Attempts,30,5,35,2053,30,19
Pass Attempts,30,6,32,2039,30,19
Pass Attempts,30,7,32,2047,30,19
Rush Attempts,30,0,38,2039,30,19
Rush Attempts,30,1,36,2031,30,3
Rush Attempts,30,2,25,2039,30,13
Rush Attempts,30,3,25,2055,30,2
Rush Attempts,30,4,23,2053,30,19
Rush Attempts,30,5,20,2047,30,19
Rush Attempts,30,6,18,2040,30,11
Rush Attempts,30,7,18,2067,30,13
Points Scored,31,0,38,2049,31,3
Points Scored,31,1,35,2066,31,13
Points Scored,31,2,30,2066,31,3
Points Scored,31,3,28,2062,31,6
Points Scored,31,4,27,2037,31,16
Points Scored,31,5,27,2040,31,12
Points Scored,31,6,27,2049,31,22
Points Scored,31,7,25,2021,31,13
Points Scored,31,8,23,2021,31,6
Points Scored,31,9,23,2065,31,3
Points Scored,31,10,21,2041,31,12
Points Scored,31,11,20,2060,31,2
Points Scored,31,12,19,2049,31,17
Points Scored,31,13,17,2037,31,6
Points Scored,31,14,16,2021,31,2
Points Scored,31,15,14,2032,31,3
Points Scored,31,16,13,2038,31,8
Points Scored,31,17,10,2060,31,23
Points Allowed,31,0,6,2066,31,13
Points Allowed,31,1,13,2037,31,6
Points Allowed,31,2,13,2049,31,17
